"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Install necessary binaries.","7250","test_snap_install","tests.integration","2026-02-10","passed","2026-02-10","","test_terraform","",""
"Deploy bundle with apps and test various component integrations.","298164","test_smoke","tests.integration","2026-02-10","passed","2026-02-10","","test_bundle","",""
"Deploy terraform module with app.","112776","test_terraform","tests.integration","2026-02-10","passed","2026-02-10","","test_terraform","",""
