"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy terraform module with app.","114164","test_terraform","tests.integration","2026-02-19","passed","2026-02-19","","test_terraform","",""
"Deploy bundle with apps and test various component integrations.","1462931","test_smoke","tests.integration","2026-02-19","broken","2026-02-19","","test_bundle","",""
"Install necessary binaries.","8545","test_snap_install","tests.integration","2026-02-19","passed","2026-02-19","","test_terraform","",""
