"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with apps and test various component integrations.","332783","test_smoke","tests.integration","2026-03-11","passed","2026-03-11","","test_bundle","",""
"Install necessary binaries.","4803","test_snap_install","tests.integration","2026-03-11","passed","2026-03-11","","test_terraform","",""
"Deploy terraform module with app.","109401","test_terraform","tests.integration","2026-03-11","passed","2026-03-11","","test_terraform","",""
