"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy terraform module with app.","140530","test_terraform","tests.integration","2026-02-14","passed","2026-02-14","","test_terraform","",""
"Install necessary binaries.","6030","test_snap_install","tests.integration","2026-02-14","passed","2026-02-14","","test_terraform","",""
"Deploy bundle with apps and test various component integrations.","1479340","test_smoke","tests.integration","2026-02-14","broken","2026-02-14","","test_bundle","",""
