"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with apps and test various component integrations.","287057","test_smoke","tests.integration","2026-01-22","passed","2026-01-22","","test_bundle","",""
"Install necessary binaries.","5133","test_snap_install","tests.integration","2026-01-22","passed","2026-01-22","","test_terraform","",""
"Deploy terraform module with app.","125452","test_terraform","tests.integration","2026-01-22","passed","2026-01-22","","test_terraform","",""
