"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with apps and test various component integrations.","332514","test_smoke","tests.integration","2025-12-03","passed","2025-12-03","","test_bundle","",""
"Install necessary binaries.","5410","test_snap_install","tests.integration","2025-12-03","passed","2025-12-03","","test_terraform","",""
"Deploy terraform module with app.","123026","test_terraform","tests.integration","2025-12-03","passed","2025-12-03","","test_terraform","",""
