"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with apps and test various component integrations.","299472","test_smoke","tests.integration","2025-12-21","passed","2025-12-21","","test_bundle","",""
"Install necessary binaries.","6445","test_snap_install","tests.integration","2025-12-21","passed","2025-12-21","","test_terraform","",""
"Deploy terraform module with app.","109080","test_terraform","tests.integration","2025-12-21","passed","2025-12-21","","test_terraform","",""
