"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with apps and test various component integrations.","1466785","test_smoke","tests.integration","2026-05-08","broken","2026-05-08","","test_bundle","",""
"Install necessary binaries.","8145","test_snap_install","tests.integration","2026-05-08","passed","2026-05-08","","test_terraform","",""
"Deploy terraform module with app.","8309","test_terraform","tests.integration","2026-05-08","broken","2026-05-08","","test_terraform","",""
